"pays","Country Code","Area","Production","Import Quantity","Food","Population growth (annual %)","Population, total","Ease of doing business score (0 = lowest performance to 100 = best performance)","GDP (constant 2015 US$)","Cost to import, border compliance (US$)","Cost to import, documentary compliance (US$)","Political Stability and Absence of Violence/Terrorism: Estimate","comlang_off","dist","EEE"
"Togo","TGO","Togo",0.00544395516210057,0.0030931563421026,0.00841338525051906,2.42023592434892,8082359,62.28934,630.790509572168,611.6667,251.6667,-0.9195643,1,4753.381,0
"Thaïlande","THA","Thailand",0.0254935036017868,5.74501489617731e-05,0.0109155283027369,0.283525943067606,69625581,80.09233,6617.54282167643,232.5455,43.45455,-0.4836834,0,9454.805,0
"Tadjikistan","TJK","Tajikistan",0.00171654978214301,0.00128741233660726,0.00386223700982178,2.3904900507883,9321023,61.26761,1174.0917163624,223.3333,260,-0.5208747,0,5291.823,0
"Timor Oriental","TLS","Timor-Leste",0.000773323434793368,0.00850655778272705,0.00850655778272705,1.96367631756303,1293120,39.36487,1466.81482077183,410,115,0.2336398,0,13128.84,0
"Trinité-et-Tobago","TTO","Trinidad and Tobago",0.0444454321207138,0.0179215452099652,0.0638007009474763,0.36828406936599,1394969,61.29128,16192.3234976859,635,250,0.1008337,0,7225.325,0
"Tunisie","TUN","Tunisia",0.0190684326714592,8.55086666881578e-05,0.017358259337696,1.11366949118351,11694721,68.65706,4206.95402530806,596.1538,144.4444,-0.8699231,1,1483.828,0
"Turquie","TUR","Turkey",0.0263935080025008,0.000527390713946429,0.0206521409120386,1.31451369970442,83429607,76.79104,11955.433463876,46,55,-1.371728,0,2255.81,0
"Tanzanie","TZA","United Republic of Tanzania",0.0013964202439491,0.000103438536588822,0.00148261902443979,2.96038624624594,58005461,54.46329,1039.87698262659,1350,375,-0.3735242,0,7168.277,0
"Ouganda","UGA","Uganda",0.00155863211463888,0,0.00153604324341223,3.54193220575762,44269587,59.9818,894.520366857374,446.6875,295.625,-0.6912174,0,6128.938,0
"Ukraine","UKR","Ukraine",0.0317666280217751,0.00193753901409409,0.0269678395333793,-0.530994160113763,44386203,70.2106,2296.75220143435,100,162,-1.423576,0,2025.144,0
"Uruguay","URY","Uruguay",0.00895505745535976,0.00173323692684382,0.00953280309764104,0.360034022145695,3461731,61.53994,16036.2964025995,500,285,1.038879,0,10972.42,0
"Etats-Unis d'Amérique","USA","United States of America",0.0696189908692248,0.000374623146247032,0.0587275081783355,0.455381285963537,328329953,83.99668,60836.7714535018,175,100,0.1349753,0,5838.157,0
"Ouzbékistan","UZB","Uzbekistan",0.00190587650218059,0.000625365727278006,0.00238234562772574,1.87647016682647,33580350,69.87898,3161.41538138857,277.8947,242,-0.2848197,0,5153.064,0
"Saint-Vincent-et-les Grenadines","VCT","Saint Vincent and the Grenadines",0,0.0723373088712667,0.0813794724801751,0.346915924257476,110593,57.0869,7219.89202216269,540,90,0.9535552,0,6989.701,0
"Viet Nam","VNM","Viet Nam",0.0112894070280944,0.00210445328439225,0.0130828573640543,0.954289022188918,96462108,69.76594,2604.22416586283,373,182.5,0.0254956,0,9208.554,0
"Vanuatu","VUT","Vanuatu",0.00333464496035107,0.0133385798414043,0.0133385798414043,2.43262855812858,299882,61.05191,2900.48814440249,680.625,182.5,1.021924,1,16346.35,0
"Samoa","WSM","Samoa",0,0.101474938227131,0.0659587098476354,0.490819125766011,197093,62.07404,4502.92635131756,900,230,1.157789,0,16011.92,0
"Afrique du Sud","ZAF","South Africa",0.0310118467132916,0.00833357995379201,0.0373303397110437,1.31629200967216,58558267,67.01897,6125.73532475494,676,73,-0.2676704,0,9353.552,0
"Zambie","ZMB","Zambia",0.00285537780175549,0.00128771940079169,0.00363920700223738,2.89301773705047,17861034,66.93648,1348.73835686195,380,175,-0.1138469,0,7604.841,0
"Zimbabwe","ZWE","Zimbabwe",0.00355058522179516,6.82804850345223e-05,0.0036871461918642,1.42114188586135,14645473,54.46935,1414.82909928095,561.6667,150,-0.9597493,0,7949.676,0
